,Unnamed: 0,sentence_reviews,Score,Class
4825,4825,& The UI,5,Positive
4826,4826,,4,Positive
4827,4827,,4,Positive
4828,4828, Till now it doesn't give any adds,2,Negative
4829,4829, U can also uninstall the unnecessary apps,1,Negative
4830,4830,,4,Positive
4831,4831,So,3,Positive
4832,4832, Overall ,3,Positive
4833,4833,,4,Positive
4834,4834,,4,Positive
4835,4835,,4,Positive
4836,4836,Awesome flagship at this price!Buttery smooth go for it!,5,Positive
4837,4837,Beast of performance,5,Positive
4838,4838,,4,Positive
4839,4839,Gamers never settle mobile phone,1,Negative
4840,4840,,4,Positive
4841,4841,,4,Positive
4842,4842,,4,Positive
4843,4843,Best phone under 19000,5,Positive
4844,4844,Better for gaming Sound is not perfect because back is very vibration,3,Positive
4845,4845,Very nice,5,Positive
4846,4846,Super perfomence,5,Positive
4847,4847,Please do not buy this phone,1,Negative
4848,4848,,4,Positive
4849,4849,,4,Positive
4850,4850, Over heating is the major issue,2,Negative
4851,4851,,4,Positive
4852,4852,,4,Positive
4853,4853, Horrible experience,1,Negative
4854,4854,,4,Positive
4855,4855,,4,Positive
4856,4856, Never expected,1,Negative
4857,4857,,4,Positive
4858,4858,,4,Positive
4859,4859,Worst Mobile phone Dont buyHanging Issue Heating IssueNot fast charging Heavy WeightProcessing average Very slow phone,1,Negative
4860,4860,Guys! Don't go for YouTuber reviewsCamera- No clarity while zoomDisplay- Not a good display,1,Negative
4861,4861,gaming beast phone under 17500,5,Positive
4862,4862,After update poco down gaming performance in poco x3 pro I hate you poco,1,Negative
4863,4863, I waste my 18,1,Negative
4864,4864,999 INR,5,Positive
4865,4865, I recommend for all people Don't buy poco x3 pro,5,Positive
4866,4866, I hope poco read my complain,2,Negative
4867,4867, Thanks you,5,Positive
4868,4868,Waste phone after 2 months its proximity sensor is not working,1,Negative
4869,4869,,4,Positive
4870,4870,,4,Positive
4871,4871, And now I can't return my phone waste FlipkartPhone motherboard will damage after months of usageDont buy this mobile,1,Negative
4872,4872,Loving it,5,Positive
4873,4873, ordered for my cousin,5,Positive
4874,4874, PUBG KD increased from 1,1,Negative
4875,4875,2 to 2,2,Negative
4876,4876,1 in 2 days,5,Positive
4877,4877, Will order one more for myself soon,5,Positive
4878,4878,Poor camera quality,2,Negative
4879,4879,The touch is not working properly,2,Negative
4880,4880, The screen is stucking almost everytime,2,Negative
4881,4881, The worst phone I have ever used,1,Negative
4882,4882,After getting new MIUI 12,4,Positive
4883,4883,5 update today the mobile is in boot loop,1,Negative
4884,4884, POCO is releasing new updates without proper testing,1,Negative
4885,4885, Pathetic!,1,Negative
4886,4886,Bugs in UI ,2,Negative
4887,4887,,4,Positive
4888,4888,Not optimised properly ,2,Negative
4889,4889,,4,Positive
4890,4890,Gitters and stutters ,5,Positive
4891,4891,,4,Positive
4892,4892,Back vibrates when speakers are working,2,Negative
4893,4893,,4,Positive
4894,4894,even for calls we will vibrating on back shell ,5,Positive
4895,4895,,4,Positive
4896,4896,Waiting for software update which clears all bugs in UI ,3,Positive
4897,4897,,4,Positive
4898,4898,,4,Positive
4899,4899,Battery draining very fast and display is dim and no brightness Finally vibrating mobile Performance wise it's ok,2,Negative
4900,4900,Good👍,5,Positive
4901,4901,Don't buy poco phone ever i have  poco x 3 in Nov 2021 have big software hanging problem with google contact and dialer as it don't have mi dialer,1,Negative
4902,4902, they update software gave new phone at last refund now same happened with poco x 3 pro as i bought it from poco x3 refund money,1,Negative
4903,4903, now its in process of refund,1,Negative
4904,4904,,4,Positive
4905,4905,Poco x3 pro was all rounder phone Bgmi ultrhd graphic opDisplay 120 hz super ,5,Positive
4906,4906, not AMOLED displayPerformance was Exilent,1,Negative
4907,4907,Camera not ok gameing phone,2,Negative
4908,4908,Wrost phn ever,5,Positive
4909,4909,,4,Positive
4910,4910,,4,Positive
4911,4911,,4,Positive
4912,4912,,4,Positive
4913,4913, Dead prblm during game,1,Negative
4914,4914,back panel is vibrating everytime when any music or video is played,1,Negative
4915,4915, camera is just working and night mode is an joke overall if ur an gamer get this phone else get the realme x7 5g,2,Negative
4916,4916,Value for money 👌,5,Positive
4917,4917, excellent processor,5,Positive
4918,4918,Review after 3 month use,1,Negative
4919,4919, There is a lag issue in display scrollingPerformance is little bit slowBattery is goodCamera quality is super,3,Positive
4920,4920,,4,Positive
4921,4921,Battery is very bad,1,Negative
4922,4922,BGMI PLAYER'S LIKE HERE,5,Positive
4923,4923,Worst phone I had ever used ,1,Negative
4924,4924,,4,Positive
4925,4925,,4,Positive
4926,4926,,4,Positive
4927,4927,,4,Positive
4928,4928, I'm bored of using this phone within 2 months ,1,Negative
4929,4929,,4,Positive
4930,4930,,4,Positive
4931,4931,,4,Positive
4932,4932,,4,Positive
4933,4933,,4,Positive
4934,4934, Ghost touch problem ,1,Negative
4935,4935, sensor problem ,3,Positive
4936,4936, auto application off and heating issue ,2,Negative
4937,4937,,4,Positive
4938,4938,,4,Positive
4939,4939,,4,Positive
4940,4940, There are alot of problem and this problem is not only in poco phones but all in poco and Xiaomi phones specialy I'm using poco x3 pro ,1,Negative
4941,4941, redmi note 9 and redmi k20 pro ,5,Positive
4942,4942,,4,Positive
4943,4943,,4,Positive
4944,4944,,4,Positive
4945,4945,,4,Positive
4946,4946,,4,Positive
4947,4947, And bored off,1,Negative
4948,4948,Battery performance is not reach expected level,2,Negative
4949,4949,,4,Positive
4950,4950,,4,Positive
4951,4951,,4,Positive
4952,4952,Good one,4,Positive
4953,4953,,4,Positive
4954,4954,Neic,1,Negative
4955,4955,Best gaming phone in Winter not in Summer,5,Positive
4956,4956,First three months heavy performance ,2,Negative
4957,4957, later  😑😑,3,Positive
4958,4958,Best for gaming 👌👌👌👌,5,Positive
4959,4959,Some time problem to catch network । Bettery timeing low।,3,Positive
4960,4960,Best powerful phone under 20k,5,Positive
4961,4961,Super mobile,5,Positive
4962,4962,Performance 10/10Display 10/10Battery 10/10,5,Positive
4963,4963,Don't go for this,1,Negative
4964,4964, heats up like hell,1,Negative
4965,4965, won't open camera in sunlight,1,Negative
4966,4966, heats up if you play small games also,3,Positive
4967,4967, worst build quality,1,Negative
4968,4968, #JUSTHYPE for this mobile nothing also ( using from months),1,Negative
4969,4969,Very Very Bad Product,1,Negative
4970,4970,,4,Positive
4971,4971,,4,Positive
4972,4972,Almost All Phone Automatically Dead Problem😡,1,Negative
4973,4973,Shandaar,3,Positive
4974,4974,Its almost a year still perfectly fine,5,Positive
4975,4975,Rear camera awesome🔥🔥😘,4,Positive
4976,4976,Value for money product,5,Positive
4977,4977,I can say that poco x3 pro is beauty with beast,5,Positive
4978,4978,Good,4,Positive
4979,4979,Super,5,Positive
4980,4980,2 months after,1,Negative
4981,4981, had ghost touchmiui was full of glitches,1,Negative
4982,4982, 120hz was lagging,2,Negative
4983,4983, had to change to custom rom,3,Positive
4984,4984, battery did not feel like 5000mah,2,Negative
4985,4985, camera if pretty bad,3,Positive
4986,4986,Buil quality not good,1,Negative
4987,4987,,4,Positive
4988,4988,,4,Positive
4989,4989,It falls and the front camera and upper screen got broken under the touchguard,1,Negative
4990,4990,,4,Positive
4991,4991,,4,Positive
4992,4992,Not satisfied 💔,1,Negative
4993,4993,most powerful phone in this budget,5,Positive
4994,4994,It keeps rebooting itself 3 to 5 times a day,3,Positive
4995,4995, They have cheapest IC in motherboard,2,Negative
4996,4996, Build quality is not good,2,Negative
4997,4997,,4,Positive
4998,4998,Top 1 gaming phone,5,Positive
4999,4999,Good,4,Positive
5000,5000,Very nice phone,5,Positive
5001,5001,I dropped it twice without any cover almost no damage,1,Negative
5002,5002, Camera & speakers are OK,3,Positive
5003,5003, Display and battery is good,4,Positive
5004,5004, For gaming it is best,4,Positive
5005,5005,Motherboard dead in less than 5 months,1,Negative
5006,5006,Don't buy,1,Negative
5007,5007,This phone is dead now,1,Negative
5008,5008,,4,Positive
5009,5009,,4,Positive
5010,5010, Will never trust on poco or Xiaomi phone I spend my all savings now phone is dead what should I do now,1,Negative
5011,5011,,4,Positive
5012,5012,,4,Positive
5013,5013, mi care saying that we can't repair your phine,1,Negative
5014,5014,,4,Positive
5015,5015, Just bcz it has a small minor scratch 😖🤬,3,Positive
5016,5016,Good in low price,4,Positive
5017,5017,Perfect in this price,5,Positive
5018,5018,Product is not good,1,Negative
5019,5019, Touch screen is not working properly,1,Negative
5020,5020, camera is good,4,Positive
5021,5021, Overall suggest not to buy,1,Negative
5022,5022,,4,Positive
5023,5023,Screen is  not functioning properly spots visible on the screen,1,Negative
5024,5024,Honest review after 3 days use:- mobile is heating at backside below camera while normal use- while playing music mobile back is Vibrating due to stereo sound - looks like Chinese cheap phone - camera is worst,1,Negative
5025,5025,Don't by this product,1,Negative
5026,5026,Mobile netwok issue between playing games Not working gyrosope proper total waste moneyTotal money waste,1,Negative
5027,5027,Game performance is too bad,2,Negative
5028,5028,All ok ,3,Positive
5029,5029, mobile is little bit weight,4,Positive
5030,5030,Nice,4,Positive
5031,5031,After 6 months So much of bugs the MIUI the device will restart 10 times with in a day,1,Negative
5032,5032,Display multi touch problem auto touch pliz help,3,Positive
5033,5033,Good,4,Positive
5034,5034,Battery shown 5160 mah ,5,Positive
5035,5035, performance very bettery below 3000,2,Negative
5036,5036,Touch not working well,2,Negative
5037,5037,Value for money 💸💸,5,Positive
5038,5038,Mobile performance in Daily life is very Good👍,5,Positive
5039,5039,No lag performed like monsture best phone ever best 💯💯👍👍valu for money 😍 I loved it 😘,5,Positive
5040,5040,Not good phone please all friends not by this phone,1,Negative
5041,5041,,4,Positive
5042,5042, If you change 20 min back shadi to much hot very bad 👎,1,Negative
5043,5043,,4,Positive
5044,5044, Don't bay in flipkart 😥😥😥,1,Negative
5045,5045,,4,Positive
5046,5046,,4,Positive
5047,5047,Touch screen very fast Osm I am happy,5,Positive
5048,5048,After Some Days Use Mobile Performance Is Zero Lots Of Variations On Many Things,1,Negative
5049,5049,After Playing BGMI Gyroscope In Fail,1,Negative
5050,5050, Not Working Properly,1,Negative
5051,5051,,4,Positive
5052,5052,Don't buy,1,Negative
5053,5053,Camera clarity superb,5,Positive
5054,5054,Average phone not upto the mark,3,Positive
5055,5055,Good,4,Positive
5056,5056,Best phone ever,5,Positive
5057,5057,Best budget smart phone gaming + also all around camare and other features superb ,5,Positive
5058,5058, just one minuse point is this is very havy feel after long and big feel in your hand other wise i love it 💖,4,Positive
5059,5059,Product is excellent but my motherboard stopped working and hardbricked,3,Positive
5060,5060,so disappointed but still it's in warranty so it will be repaired free of cost,2,Negative
5061,5061,Bad camera & Bad Display,1,Negative
5062,5062, Other things are fine,3,Positive
5063,5063,Nice,4,Positive
5064,5064,Miui 12,3,Positive
5065,5065,5 stable have some bugsPhone suddenly restarts automatically in this miui*After 6 months of usage only one problem founded*Apart from this this phone is a beast in this price range,3,Positive
5066,5066,,4,Positive
5067,5067,Product is good for gaming ,4,Positive
5068,5068, mais issue are heating problem mainly in summer season all over nice product,3,Positive
5069,5069,Best camera Mobile in low range,5,Positive
5070,5070,Have been using AMOLED screen since a while,4,Positive
5071,5071, really not able to tell the difference awesome screen you can play YouTube at 2160P the only issue i had is the battery drainage in 120hz refresh rate 5000 MAH battery drained in 12 hrs of less usage,4,Positive
5072,5072,i faced only one issue that is its weight,3,Positive
