,sentence_reviews,Score,Class
2724,,4,Positive
2725,,4,Positive
2726,,4,Positive
2727," so much of limitations, trying to replace for Android again",2,Negative
2728,The battery drains faster than u can imagine Rest all features are good,4,Positive
2729,Battery is very poor ,1,Negative
2730, It coudnt stay for full day even without using net also,5,Positive
2731,,4,Positive
2732,If you need primary phone don't buy it,1,Negative
2733,Second sim is digital sim,5,Positive
2734,,4,Positive
2735,Nice product,4,Positive
2736,Overall phone was brilliant ,4,Positive
2737, battery was so bad,1,Negative
2738,My first iphone 🥰 value for money,5,Positive
2739,I am using it for almost 2 weeks,3,Positive
2740,,4,Positive
2741,awesome in this price,5,Positive
2742,,4,Positive
2743,every aspect is good,4,Positive
2744,,4,Positive
2745,battery backup is also good not sure why battery rating in flipkart is so less,3,Positive
2746,,4,Positive
2747,"I am also a Youtuber, from that aspect this is also very worthy",5,Positive
2748,,4,Positive
2749,overall a very good product,4,Positive
2750,,4,Positive
2751,My first Iphone purchase,5,Positive
2752,,4,Positive
2753,and what u get is a small screen phone and a small battery back up,5,Positive
2754,,4,Positive
2755,Is it worth?I think,3,Positive
2756,,4,Positive
2757,as of now yes,5,Positive
2758,,4,Positive
2759,,4,Positive
2760,"Camera is great,Phone works smooth,superb display",5,Positive
2761," Still working out lot of things,let’s see ",4,Positive
2762,,4,Positive
2763,,4,Positive
2764,,4,Positive
2765,some photos I clicked,3,Positive
2766,,4,Positive
2767,it’s not all camera,1,Negative
2768,,4,Positive
2769,the weather was stunning,4,Positive
2770,Good phone,4,Positive
2771,Battery back up very poor &  erpods adapter not in the box,1,Negative
2772,Awesome Phone,5,Positive
2773,Compact and powerful,5,Positive
2774,,4,Positive
2775,Good,4,Positive
2776,I have upgraded from iPhone 7 so let me start with saying I am not at all feeling bad about the small screen this phone comes with,5,Positive
2777, More it’s compact,3,Positive
2778," The phone comes with the power packed A13 3rd gen chipset, for this price this phone out does all premium androids and flagship androids",5,Positive
2779, Also IPhone SE 2020 is to end the family rivalry XR,5,Positive
2780," This is new standard in mobile tech, high build quality, up to date tech, compact (small for large screen likers), post modern accessibility tech and camer",5,Positive
2781,,4,Positive
2782,,4,Positive
2783,,4,Positive
2784,Best,5,Positive
2785,The model i got is Assembled in INDIA which do-not have charger brick & EarPods The box only contains THE PHONE & THE CHARGING CABLE AND THE PAPER GUIDS WITH ONE APPLE STICKER100% The phone is value for the money,3,Positive
2786,"Awesome product, ",5,Positive
2787, only concern with battery,3,Positive
2788,,4,Positive
2789,Delivery was very fast before 18 hours without any extra charges,2,Negative
2790,,4,Positive
2791,It’s a great product from Apple and it’s worth buying,5,Positive
2792,The delivery was on time,3,Positive
2793,,4,Positive
2794,Just as you expect in an apple product,5,Positive
2795, Disappointed with camera performance ,2,Negative
2796, the rest of features are great,4,Positive
2797, So try the phone in hand before you decide to buy as it is indeed a small screen and you have to have a liking for such phones before you buy,3,Positive
2798,Totally satisfied with this product 😍,5,Positive
2799,Overall it is good ,4,Positive
2800, only drawback is the battery to be charged everyday,4,Positive
2801,"No games installed, just with normal usage as well battery drains fast",2,Negative
2802, Won't last for a day per full charge,1,Negative
2803, Everything else is top notch,5,Positive
2804,,4,Positive
2805,Battery big problem,1,Negative
2806,Worth every penny,5,Positive
2807, Apple gives such a nice phone in this price range,5,Positive
2808," Slim, small and comfortable",5,Positive
2809,,4,Positive
2810,Ear side speaker stopped working within four months,1,Negative
2811,,4,Positive
2812,Best device under this price segment,5,Positive
2813,Really worth buying,5,Positive
2814,Very good purchase ever,5,Positive
2815," It is small in size, ",3,Positive
2816, big in performance,5,Positive
2817," I have met with all my need, i wanted from it",5,Positive
2818,,4,Positive
2819,Great purchase,5,Positive
2820, Terrific performance,5,Positive
2821,,4,Positive
2822,"Very good,",5,Positive
2823, worth the price,5,Positive
2824,,4,Positive
2825,great experiance,5,Positive
2826,BEST,5,Positive
2827,excellent phone,5,Positive
2828,,4,Positive
2829,,4,Positive
2830,,4,Positive
2831,,4,Positive
2832,Value for money phone,5,Positive
2833,Using I phone 6s from 4year and upgraded to SE 2020 Screen size is similar to 6S ,5,Positive
2834," feels more plush, speed is superb absolute no lag, I feel size of the phone is pretty decent for daily usage purpose, Battery life is also better one charge last long for a day,Overall value for money phone",4,Positive
2835,,4,Positive
2836,"Apparently the camera is one of the best I’ve come acrossComparing it with the oneplus 7 or 7T , being a single lens ; it outperformed the other two devices",4,Positive
2837," I’ve attached 2 image files along with this review and i just want all of you to understand that post shoot refining of the image, exposure and colour correction are equally important for a vibrant picture to pop out",5,Positive
2838,"All the professional landscape images we see around have been colour corrected, mostly",4,Positive
2839, I have used the Adobe Light roo,5,Positive
2840,,4,Positive
2841,,4,Positive
2842,,4,Positive
2843,Superb Device just go for it,5,Positive
2844,"Battery is also evident, camera is good ",4,Positive
2845, lacks clarity in low lighting !,2,Negative
2846,Everything is good except the battery,4,Positive
2847,,4,Positive
2848,"Excellent product, the people who wants to buy a budget friendly phone this is the best one",5,Positive
2849,Awesome product ,5,Positive
2850,,4,Positive
2851,,4,Positive
2852,Got it @ a great priceWanted this model ever since I used the 5S,5,Positive
2853,The phone is  a copy of iphone 8 and it's features are same,3,Positive
2854,,4,Positive
2855,,4,Positive
2856,,4,Positive
2857,,4,Positive
2858,Nice product,4,Positive
2859,"I bought this for its compact size , performance is very good ",5,Positive
2860, But if buying for calls (as it has compact size) them don't go for it,3,Positive
2861, BATTERY IS REALLY BAD,1,Negative
2862, u have to change twice a day on just calling ( if u get too much calls ),3,Positive
2863,Good,4,Positive
2864,Awsome camera awsome performance ,3,Positive
2865, battery could have been better,3,Positive
2866,Phone is excellent in every aspect,5,Positive
2867, You will get used to with battery after a week,3,Positive
2868, So don't think and doubt about small battery,2,Negative
2869,,4,Positive
2870,Got at a awesome discount price,5,Positive
2871, Best value for money,5,Positive
2872,Good Hands compatible mobile,4,Positive
2873,"Never exchange your old phones with Flipkart,always they degrade the value of ur phone and try to give lesser amount",1,Negative
2874,Will its an iPhone,5,Positive
2875," So, what to say",3,Positive
2876, Its great,5,Positive
2877,Best deal ever😊😊,5,Positive
2878,Good ,4,Positive
2879, battery can be give good back up,4,Positive
2880,I am last 4 years use iPhone,5,Positive
2881, Experience is good with iPhone 👍👌,4,Positive
2882,Battery could have been better and there's definitely heating issues,3,Positive
2883,Other than that can't complain much,3,Positive
2884,,4,Positive
2885,Best one for me,5,Positive
2886, I don't use my phone aggressively! I take care of my gadgets well and don't compare the Apple products with Android ones,5,Positive
2887, The android users and apple users have a major  difference in what they want from their gadgets and I think it's really unfair to compare two different operating systems!,2,Negative
2888,"Switiching to iPhone from Android, you will never regret",5,Positive
2889,"Touch and ownership experience is excellent, no need to go more on this everyone knows this",5,Positive
2890,"Only thing is Battery DrainageEven if you moderately use, Like you are browsing through mails, social media scrolling sometime then you need to charge twice a day",3,Positive
2891,"IMPORTANT: Check carefully what you order includes charger adapter and earphones or not, the one i ordered did not include and i was disappointed, had to buy charger extra 2k INR",3,Positive
2892,,4,Positive
2893,"Inside box you could not get charger and head phone,Battery is below average quality, Other wise this phone is ok condition and good built quality",3,Positive
2894,"I am writing this after 1 month of usage, battery backup is very bad and mobile has heating issues when you doesn’t charge with apple adapter",1,Negative
2895,,4,Positive
2896,Why always poor battery apple,1,Negative
2897,,4,Positive
2898,,4,Positive
2899,,4,Positive
2900, an apple can energize full body,5,Positive
2901,,4,Positive
2902,,4,Positive
2903, ,4,Positive
2904, it don't have battery i think they have taken it seriously,2,Negative
2905,,4,Positive
2906,,4,Positive
2907,,4,Positive
2908,🤔,5,Positive
2909,Its smooth! And A13 is working absolutely awesome! Very comfortable in hand,5,Positive
2910,,4,Positive
2911, Not like other bulky phones in the market!,2,Negative
2912,nice product ,4,Positive
2913, not adaptor,1,Negative
2914,Poor batteryBad mobile data receptionTakes long in switching from wifi to mobile data,2,Negative
2915,Terrific purchase got it for 25k,5,Positive
2916,awesome phone,5,Positive
2917,Camera and performance is good,4,Positive
2918,,4,Positive
2919,Really good buy,5,Positive
2920, Enjoyed the experience,4,Positive
2921, 100% satisfied,5,Positive
2922,Phone is good at this price point,4,Positive
2923, But battery can be improved,3,Positive
2924,,4,Positive
2925,Not that great You can buy better phones in this price range,2,Negative
2926,iPhone SE Camara Results is really awesome and Night Results is also very Good,5,Positive
2927,,4,Positive
2928,,4,Positive
2929,,4,Positive
2930, Nice look ☺️😊👌,4,Positive
2931,Flipkart was decreasing the value of iphone,3,Positive
2932,"battery backup is a concern here, hardly gives a day backup with average use",3,Positive
2933,,4,Positive
2934,"If you are not into playing games on mobile and want to enter into apple environment, this is the best phone",5,Positive
2935," Great camera, battery lasting for a day, and of course feel of IOS",5,Positive
2936,On time delivery from Flipkart,5,Positive
2937,,4,Positive
2938,Wow! First time I felt that this is not a garbage bin ,1,Negative
2939, a phone,5,Positive
2940, I had similar kind of experience while using windows ,3,Positive
2941, Android is like a lot of useless things packed,1,Negative
2942, I have no issues with the phone,5,Positive
2943, But there are 3 areas where it might disappoint you,3,Positive
